,price_eur,Forecasted Load,Solar,Wind Offshore,Wind Onshore,temp_c,wind_speed_100m,solar_dni,price_yesterday,gas_price
2025-01-02 00:00:00+00:00,146.95,11894.93,0.0,587.0,1638.0,5.75,32.058193,0.0,6.24,50.273
2025-01-02 01:00:00+00:00,148.44,11589.95,0.0,426.0,1342.0,5.5,21.41319,0.0,4.16,50.273
2025-01-02 02:00:00+00:00,138.0,11376.91,0.0,346.0,1145.0,5.1,19.267569,0.0,3.28,50.273
2025-01-02 03:00:00+00:00,100.1,11227.45,0.0,314.0,972.0,4.35,18.47698,0.0,0.68,50.273
2025-01-02 04:00:00+00:00,107.47,11306.1,0.0,303.0,876.0,3.4,17.84271,0.0,0.0,50.273
2025-01-02 05:00:00+00:00,154.68,11817.47,0.0,294.0,791.0,3.1,20.778112,0.0,0.76,50.273
2025-01-02 06:00:00+00:00,174.7,12732.18,0.0,305.0,709.0,2.55,18.648035,0.0,0.79,50.273
2025-01-02 07:00:00+00:00,175.07,13824.5,0.0,300.0,654.0,2.35,18.865683,0.0,1.89,50.273
2025-01-02 08:00:00+00:00,165.37,14367.41,2.0,295.0,622.0,2.1,17.81909,0.0,7.5,50.273
2025-01-02 09:00:00+00:00,136.0,14699.12,444.0,284.0,603.0,2.75,17.82818,204.61012,27.32,50.273
2025-01-02 10:00:00+00:00,111.93,14832.95,1700.0,346.0,685.0,4.0,17.595861,429.6568,37.49,50.273
2025-01-02 11:00:00+00:00,101.52,14835.84,2084.0,405.0,801.0,4.85,18.519018,574.55914,60.1,50.273
2025-01-02 12:00:00+00:00,105.6,14848.31,2253.0,473.0,918.0,5.4,15.455911,554.8447,63.32,50.273
2025-01-02 13:00:00+00:00,118.95,14806.12,1989.0,547.0,1039.0,6.0,15.778518,549.92194,47.0,50.273
2025-01-02 14:00:00+00:00,130.11,14682.94,1704.0,595.0,1164.0,4.95,19.92235,471.9184,50.1,50.273
2025-01-02 15:00:00+00:00,138.81,14837.02,1202.0,689.0,1313.0,4.35,18.442755,183.18175,27.64,50.273
2025-01-02 16:00:00+00:00,153.0,15324.11,46.0,697.0,1382.0,3.2,19.59356,43.50041,79.97,50.273
2025-01-02 17:00:00+00:00,152.99,15465.07,0.0,700.0,1444.0,2.7,22.298214,0.0,95.0,50.273
2025-01-02 18:00:00+00:00,128.0,14854.84,0.0,725.0,1527.0,2.2,22.037323,0.0,95.0,50.273
2025-01-02 19:00:00+00:00,129.17,14495.39,0.0,711.0,1487.0,2.15,22.50072,0.0,81.49,50.273
2025-01-02 20:00:00+00:00,120.0,14042.17,0.0,701.0,1428.0,2.0,22.39608,0.0,68.96,50.273
2025-01-02 21:00:00+00:00,119.9,13527.8,0.0,656.0,1356.0,1.9,24.775349,0.0,46.37,50.273
2025-01-02 22:00:00+00:00,116.07,13009.13,0.0,675.0,1372.0,1.9,23.181597,0.0,38.0,50.273
2025-01-02 23:00:00+00:00,114.32,11346.7,0.0,679.0,1497.0,1.7,22.461807,0.0,101.94,50.273
2025-01-03 00:00:00+00:00,115.0,11236.08,0.0,728.0,1476.0,1.4,21.573734,0.0,146.95,49.622
2025-01-03 01:00:00+00:00,103.0,10998.4,0.0,821.0,1616.0,1.3,21.749481,0.0,148.44,49.622
2025-01-03 02:00:00+00:00,98.0,10840.67,0.0,897.0,1785.0,1.05,21.9253,0.0,138.0,49.622
2025-01-03 03:00:00+00:00,78.15,10700.17,0.0,970.0,1951.0,0.85,24.48,0.0,100.1,49.622
2025-01-03 04:00:00+00:00,71.0,10924.9,0.0,1124.0,2253.0,0.7,25.346148,0.0,107.47,49.622
2025-01-03 05:00:00+00:00,68.96,11550.93,0.0,1256.0,2563.0,0.85,27.360592,0.0,154.68,49.622
2025-01-03 06:00:00+00:00,86.0,12720.07,0.0,1338.0,2828.0,1.5,31.012281,0.0,174.7,49.622
2025-01-03 07:00:00+00:00,112.64,13999.28,0.0,1338.0,2848.0,1.7,33.010742,0.0,175.07,49.622
2025-01-03 08:00:00+00:00,134.51,14851.73,3.0,1328.0,2826.0,1.5,32.424488,0.0,165.37,49.622
2025-01-03 09:00:00+00:00,100.0,14634.74,480.0,1303.0,2825.0,1.85,32.112724,213.98962,136.0,49.622
2025-01-03 10:00:00+00:00,86.6,14089.23,1142.0,1248.0,2521.0,2.95,32.889305,337.02734,111.93,49.622
2025-01-03 11:00:00+00:00,83.8,13849.42,1426.0,1192.0,2168.0,3.55,34.448257,0.0,101.52,49.622
2025-01-03 12:00:00+00:00,97.2,13550.63,1554.0,1113.0,1820.0,4.65,29.00738,489.82602,105.6,49.622
2025-01-03 13:00:00+00:00,117.05,13872.95,1248.0,996.0,1661.0,3.7,26.932714,60.20518,118.95,49.622
2025-01-03 14:00:00+00:00,149.99,14370.68,1055.0,796.0,1553.0,4.1,23.300789,154.0157,130.11,49.622
2025-01-03 15:00:00+00:00,125.8,14911.93,705.0,659.0,1475.0,3.6,21.655428,148.39645,138.81,49.622
2025-01-03 16:00:00+00:00,149.93,15365.1,56.0,610.0,1411.0,2.75,21.370783,28.515717,153.0,49.622
2025-01-03 17:00:00+00:00,133.2,15246.08,0.0,598.0,1355.0,2.05,20.438522,0.0,152.99,49.622
2025-01-03 18:00:00+00:00,124.3,14362.75,0.0,582.0,1324.0,2.2,19.562946,0.0,128.0,49.622
2025-01-03 19:00:00+00:00,125.0,13707.81,0.0,482.0,1231.0,1.5,19.85719,0.0,129.17,49.622
2025-01-03 20:00:00+00:00,155.2,13067.39,0.0,445.0,1132.0,1.3,17.726116,0.0,120.0,49.622
2025-01-03 21:00:00+00:00,133.2,12651.51,0.0,387.0,1027.0,0.9,16.204998,0.0,119.9,49.622
2025-01-03 22:00:00+00:00,192.7,11903.34,0.0,322.0,889.0,0.65,14.848635,0.0,116.07,49.622
2025-01-03 23:00:00+00:00,136.4,12385.79,0.0,210.0,731.0,0.15,16.21699,0.0,114.32,49.622
2025-01-04 00:00:00+00:00,130.39,12011.27,0.0,162.0,648.0,0.15,19.41415,0.0,115.0,49.622
2025-01-04 01:00:00+00:00,106.7,11517.52,0.0,157.0,585.0,0.2,17.160524,0.0,103.0,49.622
2025-01-04 02:00:00+00:00,99.0,11373.31,0.0,155.0,529.0,0.3,14.494192,0.0,98.0,49.622
2025-01-04 03:00:00+00:00,96.09,11329.41,0.0,149.0,473.0,0.55,16.375053,0.0,78.15,49.622
2025-01-04 04:00:00+00:00,102.22,11503.57,0.0,147.0,479.0,1.15,20.099642,0.0,71.0,49.622
2025-01-04 05:00:00+00:00,110.7,11676.87,0.0,149.0,501.0,1.15,19.902824,0.0,68.96,49.622
2025-01-04 06:00:00+00:00,120.02,12282.33,0.0,146.0,536.0,1.2,17.123669,0.0,86.0,49.622
2025-01-04 07:00:00+00:00,128.39,12881.11,0.0,163.0,559.0,1.0,18.645428,0.0,112.64,49.622
2025-01-04 08:00:00+00:00,130.75,13587.58,0.0,186.0,592.0,0.55,19.440832,0.0,134.51,49.622
2025-01-04 09:00:00+00:00,130.34,13940.88,190.0,226.0,647.0,0.75,20.619234,0.0,100.0,49.622
2025-01-04 10:00:00+00:00,128.29,13825.44,686.0,243.0,625.0,1.2,23.8104,0.0,86.6,49.622
2025-01-04 11:00:00+00:00,130.03,13752.94,888.0,252.0,607.0,1.75,23.723152,4.3043604,83.8,49.622
2025-01-04 12:00:00+00:00,129.85,13562.31,980.0,269.0,591.0,2.4,19.404133,11.496961,97.2,49.622
2025-01-04 13:00:00+00:00,136.4,13557.24,1251.0,263.0,613.0,2.85,18.865683,7.9650655,117.05,49.622
2025-01-04 14:00:00+00:00,138.76,13755.24,1056.0,243.0,645.0,2.8,17.381886,39.3182,149.99,49.622
2025-01-04 15:00:00+00:00,141.2,14037.62,720.0,233.0,669.0,2.5,17.47484,32.640644,125.8,49.622
2025-01-04 16:00:00+00:00,149.83,14432.97,78.0,270.0,706.0,1.7,20.155178,0.0,149.93,49.622
2025-01-04 17:00:00+00:00,144.17,14535.26,0.0,328.0,772.0,1.3,20.431387,0.0,133.2,49.622
2025-01-04 18:00:00+00:00,138.38,13820.5,0.0,394.0,870.0,0.9,18.99661,0.0,124.3,49.622
2025-01-04 19:00:00+00:00,129.73,13417.09,0.0,410.0,901.0,0.6,17.325876,0.0,125.0,49.622
2025-01-04 20:00:00+00:00,123.07,13052.06,0.0,409.0,924.0,0.4,18.33616,0.0,155.2,49.622
2025-01-04 21:00:00+00:00,118.54,12554.5,0.0,384.0,944.0,0.4,18.818396,0.0,133.2,49.622
2025-01-04 22:00:00+00:00,109.61,12040.06,0.0,428.0,991.0,0.3,21.167418,0.0,192.7,49.622
2025-01-04 23:00:00+00:00,111.61,12999.11,0.0,405.0,947.0,0.5,20.875343,0.0,136.4,49.622
2025-01-05 00:00:00+00:00,94.76,12622.0,0.0,477.0,972.0,0.75,24.156242,0.0,130.39,49.622
2025-01-05 01:00:00+00:00,85.62,12056.54,0.0,535.0,1125.0,1.2,25.092413,0.0,106.7,49.622
2025-01-05 02:00:00+00:00,82.94,11596.74,0.0,573.0,1300.0,1.0,26.758923,0.0,99.0,49.622
2025-01-05 03:00:00+00:00,74.73,11316.73,0.0,612.0,1486.0,0.75,26.87491,0.0,96.09,49.622
2025-01-05 04:00:00+00:00,67.0,11325.35,0.0,830.0,1782.0,0.55,25.211567,0.0,102.22,49.622
2025-01-05 05:00:00+00:00,65.67,11481.97,0.0,1037.0,2103.0,0.3,27.110771,0.0,110.7,49.622
2025-01-05 06:00:00+00:00,64.22,11929.43,0.0,1208.0,2406.0,0.25,32.69912,0.0,120.02,49.622
2025-01-05 07:00:00+00:00,75.5,12645.46,0.0,1192.0,2450.0,0.3,35.99505,0.0,128.39,49.622
2025-01-05 08:00:00+00:00,75.7,13543.49,0.0,1141.0,2464.0,0.45,33.525448,0.0,130.75,49.622
2025-01-05 09:00:00+00:00,82.95,14100.91,33.0,1064.0,2504.0,0.6,33.24888,0.0,130.34,49.622
2025-01-05 10:00:00+00:00,80.02,14426.56,95.0,1190.0,2655.0,1.05,34.037136,0.0,128.29,49.622
2025-01-05 11:00:00+00:00,81.66,14907.91,134.0,1290.0,2768.0,1.8,30.993471,0.0,130.03,49.622
2025-01-05 12:00:00+00:00,65.32,14937.26,151.0,1328.0,2815.0,3.45,31.427404,0.0,129.85,49.622
2025-01-05 13:00:00+00:00,59.67,15008.8,141.0,1358.0,3269.0,8.35,42.87477,0.0,136.4,49.622
2025-01-05 14:00:00+00:00,49.98,15122.92,112.0,1371.0,3700.0,10.1,43.179367,0.0,138.76,49.622
2025-01-05 15:00:00+00:00,49.91,15407.97,64.0,1375.0,3895.0,10.55,47.354027,0.0,141.2,49.622
2025-01-05 16:00:00+00:00,63.23,16036.44,21.0,1381.0,4128.0,10.75,43.536186,0.0,149.83,49.622
2025-01-05 17:00:00+00:00,61.13,16130.0,0.0,1386.0,4317.0,11.0,42.284294,0.0,144.17,49.622
2025-01-05 18:00:00+00:00,52.08,15578.43,0.0,1382.0,4427.0,11.2,42.897816,0.0,138.38,49.622
2025-01-05 19:00:00+00:00,40.88,15029.32,0.0,1376.0,4419.0,11.2,45.51153,0.0,129.73,49.622
2025-01-05 20:00:00+00:00,39.0,14484.74,0.0,1378.0,4367.0,11.1,45.617126,0.0,123.07,49.622
2025-01-05 21:00:00+00:00,32.48,14110.52,0.0,1381.0,4274.0,11.05,44.831562,0.0,118.54,49.622
2025-01-05 22:00:00+00:00,20.36,13573.91,0.0,1376.0,4414.0,10.9,44.792522,0.0,109.61,49.622
2025-01-05 23:00:00+00:00,25.99,13115.45,0.0,1377.0,4340.0,10.9,46.684242,0.0,111.61,49.622
2025-01-06 00:00:00+00:00,9.65,12882.38,0.0,1371.0,4401.0,10.75,47.743793,0.0,94.76,47.326
2025-01-06 01:00:00+00:00,6.2,12712.66,0.0,1375.0,4377.0,10.75,46.04518,0.0,85.62,47.326
2025-01-06 02:00:00+00:00,2.77,12403.92,0.0,1379.0,4344.0,10.65,44.39327,0.0,82.94,47.326
2025-01-06 03:00:00+00:00,1.97,12563.96,0.0,1379.0,4298.0,10.85,47.97937,0.0,74.73,47.326
2025-01-06 04:00:00+00:00,3.69,12693.35,0.0,1378.0,4302.0,10.7,46.628338,0.0,67.0,47.326
2025-01-06 05:00:00+00:00,10.0,13168.67,0.0,1374.0,4217.0,10.8,45.498714,0.0,65.67,47.326
2025-01-06 06:00:00+00:00,45.54,14627.57,0.0,1371.0,4165.0,11.35,45.671074,0.0,64.22,47.326
2025-01-06 07:00:00+00:00,72.0,16425.85,0.0,1372.0,4222.0,11.45,45.49836,0.0,75.5,47.326
2025-01-06 08:00:00+00:00,77.03,17314.95,1.0,1376.0,4285.0,11.55,46.63494,0.0,75.7,47.326
2025-01-06 09:00:00+00:00,60.0,17472.65,248.0,1382.0,4356.0,11.95,48.782986,0.0,82.95,47.326
2025-01-06 10:00:00+00:00,40.28,17469.96,1079.0,1394.0,4437.0,12.0,50.554047,47.15415,80.02,47.326
2025-01-06 11:00:00+00:00,42.06,17328.75,1370.0,1407.0,4503.0,12.15,53.294895,0.0,81.66,47.326
2025-01-06 12:00:00+00:00,45.06,17292.08,1501.0,1413.0,4558.0,11.9,56.15452,3.7791417,65.32,47.326
2025-01-06 13:00:00+00:00,64.57,17248.46,461.0,1417.0,4555.0,10.95,60.53569,0.0,59.67,47.326
2025-01-06 14:00:00+00:00,77.94,17298.46,378.0,1416.0,4556.0,8.55,60.975643,0.0,49.98,47.326
2025-01-06 15:00:00+00:00,77.92,17481.26,237.0,1417.0,4828.0,6.4,54.621624,0.0,49.91,47.326
2025-01-06 16:00:00+00:00,102.91,18017.25,33.0,1420.0,4905.0,5.6,60.615383,0.0,63.23,47.326
2025-01-06 17:00:00+00:00,126.66,17803.25,0.0,1414.0,4833.0,5.75,44.881042,0.0,61.13,47.326
2025-01-06 18:00:00+00:00,119.95,17034.41,0.0,1394.0,4637.0,5.6,40.45237,0.0,52.08,47.326
2025-01-06 19:00:00+00:00,99.9,16272.69,0.0,1381.0,4548.0,5.1,37.91554,0.0,40.88,47.326
2025-01-06 20:00:00+00:00,79.94,15407.04,0.0,1379.0,4452.0,4.8,37.33601,0.0,39.0,47.326
2025-01-06 21:00:00+00:00,73.43,14557.94,0.0,1382.0,4328.0,4.35,39.848763,0.0,32.48,47.326
2025-01-06 22:00:00+00:00,50.96,13575.41,0.0,1384.0,4177.0,3.8,29.227144,0.0,20.36,47.326
2025-01-06 23:00:00+00:00,19.51,10894.62,0.0,1370.0,4108.0,4.0,31.967615,0.0,25.99,47.326
2025-01-07 00:00:00+00:00,8.71,10756.72,0.0,1377.0,3960.0,4.1,35.59315,0.0,9.65,47.474
2025-01-07 01:00:00+00:00,8.9,10650.43,0.0,1368.0,3790.0,4.1,33.382114,0.0,6.2,47.474
2025-01-07 02:00:00+00:00,5.01,10483.93,0.0,1361.0,3610.0,3.75,32.49835,0.0,2.77,47.474
2025-01-07 03:00:00+00:00,5.13,10272.77,0.0,1347.0,3418.0,3.95,31.319998,0.0,1.97,47.474
2025-01-07 04:00:00+00:00,5.8,10463.49,0.0,1345.0,3331.0,3.9,32.971455,0.0,3.69,47.474
2025-01-07 05:00:00+00:00,60.0,10997.3,0.0,1343.0,3226.0,3.8,33.006817,0.0,10.0,47.474
2025-01-07 06:00:00+00:00,116.56,11890.38,0.0,1339.0,3112.0,3.65,32.35847,0.0,45.54,47.474
2025-01-07 07:00:00+00:00,165.98,13224.92,0.0,1331.0,3069.0,3.6,31.413998,0.0,72.0,47.474
2025-01-07 08:00:00+00:00,138.5,13856.04,3.0,1324.0,3031.0,2.95,32.004078,0.0,77.03,47.474
2025-01-07 09:00:00+00:00,110.74,13950.31,413.0,1302.0,3009.0,2.6,26.002993,9.963933,60.0,47.474
2025-01-07 10:00:00+00:00,79.95,13597.19,1603.0,1304.0,3011.0,2.85,24.948027,40.916035,40.28,47.474
2025-01-07 11:00:00+00:00,70.1,13419.56,1979.0,1303.0,3040.0,4.35,28.193426,425.94482,42.06,47.474
2025-01-07 12:00:00+00:00,67.33,13615.59,2147.0,1304.0,3082.0,4.45,29.776264,532.58875,45.06,47.474
2025-01-07 13:00:00+00:00,75.0,14311.43,1591.0,1267.0,2946.0,4.4,34.766106,609.5167,64.57,47.474
2025-01-07 14:00:00+00:00,84.9,13830.88,1363.0,1225.0,2790.0,4.1,31.991425,493.7932,77.94,47.474
2025-01-07 15:00:00+00:00,125.58,14240.77,987.0,1160.0,2638.0,3.85,29.556194,387.8301,77.92,47.474
2025-01-07 16:00:00+00:00,160.7,14604.42,86.0,1180.0,2648.0,3.05,30.248568,66.43866,102.91,47.474
2025-01-07 17:00:00+00:00,173.86,14406.82,0.0,1213.0,2665.0,2.6,30.04221,0.0,126.66,47.474
2025-01-07 18:00:00+00:00,127.5,13479.28,0.0,1219.0,2662.0,2.4,30.167591,0.0,119.95,47.474
2025-01-07 19:00:00+00:00,102.9,13026.04,0.0,1254.0,2817.0,3.05,30.61482,0.0,99.9,47.474
2025-01-07 20:00:00+00:00,97.6,12588.27,0.0,1281.0,2976.0,3.2,31.310688,0.0,79.94,47.474
2025-01-07 21:00:00+00:00,82.2,11836.42,0.0,1325.0,3105.0,3.1,32.35847,0.0,73.43,47.474
2025-01-07 22:00:00+00:00,80.01,11362.42,0.0,1345.0,3103.0,2.6,31.475304,0.0,50.96,47.474
2025-01-07 23:00:00+00:00,66.19,10135.43,0.0,1263.0,2933.0,2.6,31.119703,0.0,19.51,47.474
2025-01-08 00:00:00+00:00,52.96,9848.34,0.0,1283.0,2975.0,2.3,30.319714,0.0,8.71,45.559
2025-01-08 01:00:00+00:00,50.17,9637.24,0.0,1252.0,2912.0,2.4,30.173496,0.0,8.9,45.559
2025-01-08 02:00:00+00:00,49.9,9329.73,0.0,1217.0,2838.0,2.15,30.036278,0.0,5.01,45.559
2025-01-08 03:00:00+00:00,52.8,9164.11,0.0,1175.0,2757.0,1.95,28.810123,0.0,5.13,45.559
2025-01-08 04:00:00+00:00,68.93,9101.87,0.0,1110.0,2586.0,2.05,28.7155,0.0,5.8,45.559
2025-01-08 05:00:00+00:00,75.1,9386.19,0.0,1028.0,2387.0,1.95,27.890127,0.0,60.0,45.559
2025-01-08 06:00:00+00:00,120.46,9977.66,0.0,935.0,2173.0,2.0,28.588284,0.0,116.56,45.559
2025-01-08 07:00:00+00:00,141.04,10731.73,0.0,871.0,2062.0,1.95,27.946993,0.0,165.98,45.559
2025-01-08 08:00:00+00:00,146.77,11347.99,4.0,811.0,1972.0,1.8,27.788874,0.0,138.5,45.559
2025-01-08 09:00:00+00:00,125.6,11697.21,514.0,736.0,1897.0,2.3,25.436745,286.86047,110.74,45.559
2025-01-08 10:00:00+00:00,108.63,11816.34,1544.0,634.0,1689.0,3.25,23.770906,312.7744,79.95,45.559
2025-01-08 11:00:00+00:00,105.87,11809.51,1909.0,557.0,1518.0,3.7,21.139847,263.61435,70.1,45.559
2025-01-08 12:00:00+00:00,102.37,11939.54,2075.0,504.0,1370.0,4.15,14.892213,305.0884,67.33,45.559
2025-01-08 13:00:00+00:00,110.28,12184.1,1967.0,347.0,1090.0,4.6,19.023027,115.389565,75.0,45.559
2025-01-08 14:00:00+00:00,127.97,12193.55,1706.0,260.0,837.0,4.45,14.773164,51.58801,84.9,45.559
2025-01-08 15:00:00+00:00,137.31,12123.68,1268.0,194.0,631.0,3.75,13.661038,0.0,125.58,45.559
2025-01-08 16:00:00+00:00,157.35,12453.72,68.0,141.0,512.0,2.6,13.200273,0.0,160.7,45.559
2025-01-08 17:00:00+00:00,162.0,12399.93,0.0,95.0,440.0,2.45,12.74954,0.0,173.86,45.559
2025-01-08 18:00:00+00:00,146.66,11935.1,0.0,77.0,390.0,2.4,12.744457,0.0,127.5,45.559
2025-01-08 19:00:00+00:00,134.87,11566.07,0.0,70.0,316.0,2.35,13.443481,0.0,102.9,45.559
2025-01-08 20:00:00+00:00,125.11,11498.76,0.0,61.0,246.0,2.2,12.362475,0.0,97.6,45.559
2025-01-08 21:00:00+00:00,114.4,11257.78,0.0,52.0,191.0,2.1,17.972979,0.0,82.2,45.559
2025-01-08 22:00:00+00:00,100.5,10730.1,0.0,46.0,153.0,1.9,12.425216,0.0,80.01,45.559
2025-01-08 23:00:00+00:00,99.98,10374.2,0.0,91.0,161.0,1.85,14.101021,0.0,66.19,45.559
2025-01-09 00:00:00+00:00,100.0,10009.15,0.0,98.0,145.0,1.8,11.391313,0.0,52.96,44.987
2025-01-09 01:00:00+00:00,92.46,9737.67,0.0,103.0,147.0,1.45,4.323748,0.0,50.17,44.987
2025-01-09 02:00:00+00:00,85.1,9682.6,0.0,110.0,160.0,1.2,8.836514,0.0,49.9,44.987
2025-01-09 03:00:00+00:00,84.64,9603.64,0.0,115.0,182.0,1.0,8.4042845,0.0,52.8,44.987
2025-01-09 04:00:00+00:00,90.77,9762.66,0.0,132.0,235.0,0.55,13.277364,0.0,68.93,44.987
2025-01-09 05:00:00+00:00,121.04,10230.1,0.0,170.0,324.0,0.6,11.9317045,0.0,75.1,44.987
2025-01-09 06:00:00+00:00,141.9,11084.97,0.0,256.0,433.0,0.8,11.659777,0.0,120.46,44.987
2025-01-09 07:00:00+00:00,152.28,12152.46,0.0,253.0,417.0,0.95,12.971244,0.0,141.04,44.987
2025-01-09 08:00:00+00:00,145.41,13091.28,0.0,241.0,397.0,1.1,16.415567,0.0,146.77,44.987
2025-01-09 09:00:00+00:00,138.91,13223.55,84.0,236.0,402.0,1.4,18.645428,0.0,125.6,44.987
2025-01-09 10:00:00+00:00,131.91,12801.95,905.0,332.0,494.0,2.3,16.309628,0.0,108.63,44.987
2025-01-09 11:00:00+00:00,122.39,12509.74,1154.0,433.0,629.0,2.9,16.963984,4.1495085,105.87,44.987
2025-01-09 12:00:00+00:00,114.85,12524.97,1274.0,528.0,784.0,4.1,20.366266,335.70923,102.37,44.987
2025-01-09 13:00:00+00:00,116.27,12679.3,1952.0,680.0,1044.0,4.65,16.67892,590.3989,110.28,44.987
2025-01-09 14:00:00+00:00,121.29,12898.81,1696.0,889.0,1394.0,4.85,22.798264,546.3595,127.97,44.987
2025-01-09 15:00:00+00:00,122.0,13400.72,1259.0,1098.0,1831.0,4.05,28.445126,431.02386,137.31,44.987
2025-01-09 16:00:00+00:00,131.07,13899.54,70.0,1164.0,1994.0,2.35,26.484478,76.78542,157.35,44.987
2025-01-09 17:00:00+00:00,134.52,13882.45,0.0,1193.0,2108.0,2.3,31.79128,0.0,162.0,44.987
2025-01-09 18:00:00+00:00,112.95,13086.56,0.0,1201.0,2215.0,2.0,32.159607,0.0,146.66,44.987
2025-01-09 19:00:00+00:00,119.23,12666.89,0.0,1246.0,2387.0,1.5,29.202747,0.0,134.87,44.987
2025-01-09 20:00:00+00:00,105.17,12231.12,0.0,1279.0,2561.0,1.55,30.06862,0.0,125.11,44.987
2025-01-09 21:00:00+00:00,100.92,11688.57,0.0,1329.0,2704.0,1.7,30.973078,0.0,114.4,44.987
2025-01-09 22:00:00+00:00,80.01,11116.29,0.0,1307.0,2596.0,1.65,31.367552,0.0,100.5,44.987
2025-01-09 23:00:00+00:00,90.97,10695.53,0.0,1147.0,2399.0,2.05,32.3945,0.0,99.98,44.987
2025-01-10 00:00:00+00:00,80.23,10727.54,0.0,1117.0,2350.0,1.65,29.326746,0.0,100.0,45.008
2025-01-10 01:00:00+00:00,71.4,10533.07,0.0,1080.0,2284.0,1.5,22.66142,0.0,92.46,45.008
2025-01-10 02:00:00+00:00,69.2,10310.67,0.0,1045.0,2211.0,1.9,25.540344,0.0,85.1,45.008
2025-01-10 03:00:00+00:00,69.92,10201.52,0.0,1004.0,2133.0,2.05,28.685583,0.0,84.64,45.008
2025-01-10 04:00:00+00:00,84.17,10399.02,0.0,952.0,2115.0,1.8,29.07989,0.0,90.77,45.008
2025-01-10 05:00:00+00:00,99.09,10840.35,0.0,907.0,2103.0,1.65,28.054604,0.0,121.04,45.008
2025-01-10 06:00:00+00:00,123.92,11850.0,0.0,852.0,2089.0,1.2,28.442278,0.0,141.9,45.008
2025-01-10 07:00:00+00:00,139.69,12864.33,0.0,779.0,1910.0,0.75,28.747074,0.0,152.28,45.008
2025-01-10 08:00:00+00:00,136.98,13604.64,6.0,692.0,1723.0,0.5,29.225483,0.0,145.41,45.008
2025-01-10 09:00:00+00:00,123.57,13361.87,598.0,602.0,1551.0,1.05,28.001427,291.90134,138.91,45.008
2025-01-10 10:00:00+00:00,113.59,12795.62,2084.0,525.0,1382.0,2.15,25.099514,595.9273,131.91,45.008
2025-01-10 11:00:00+00:00,107.43,12225.57,2527.0,473.0,1248.0,3.3,24.948025,699.19666,122.39,45.008
2025-01-10 12:00:00+00:00,105.01,12177.76,2727.0,402.0,1130.0,3.95,22.40765,731.2692,114.85,45.008
2025-01-10 13:00:00+00:00,110.01,12511.56,2470.0,326.0,951.0,4.45,22.682856,637.2233,116.27,45.008
2025-01-10 14:00:00+00:00,128.69,13045.93,2170.0,287.0,793.0,4.1,21.066921,598.5822,121.29,45.008
2025-01-10 15:00:00+00:00,135.01,13907.88,1664.0,248.0,653.0,3.75,21.053844,181.72649,122.0,45.008
2025-01-10 16:00:00+00:00,142.6,15097.38,81.0,254.0,562.0,3.0,21.964422,0.0,131.07,45.008
2025-01-10 17:00:00+00:00,144.15,14408.57,0.0,247.0,507.0,1.85,21.457026,0.0,134.52,45.008
2025-01-10 18:00:00+00:00,141.1,13629.75,0.0,237.0,468.0,1.4,18.353823,0.0,112.95,45.008
2025-01-10 19:00:00+00:00,134.82,13129.97,0.0,195.0,393.0,0.9,17.54977,0.0,119.23,45.008
2025-01-10 20:00:00+00:00,122.51,12509.15,0.0,168.0,319.0,0.55,15.743569,0.0,105.17,45.008
2025-01-10 21:00:00+00:00,119.77,12072.6,0.0,140.0,257.0,0.1,14.2575445,0.0,100.92,45.008
2025-01-10 22:00:00+00:00,111.74,11360.65,0.0,118.0,209.0,-1.05,12.47726,0.0,80.01,45.008
2025-01-10 23:00:00+00:00,118.88,12133.94,0.0,41.0,127.0,-1.35,12.98248,0.0,90.97,45.008
2025-01-11 00:00:00+00:00,104.09,11831.92,0.0,25.0,108.0,-1.45,13.627795,0.0,80.23,45.008
2025-01-11 01:00:00+00:00,97.4,11475.78,0.0,27.0,98.0,-0.9,13.31635,0.0,71.4,45.008
2025-01-11 02:00:00+00:00,95.8,11245.9,0.0,39.0,105.0,-1.0,14.193772,0.0,69.2,45.008
2025-01-11 03:00:00+00:00,95.0,11037.04,0.0,54.0,114.0,-0.95,14.193772,0.0,69.92,45.008
2025-01-11 04:00:00+00:00,98.61,11042.76,0.0,53.0,105.0,-0.85,13.661038,0.0,84.17,45.008
2025-01-11 05:00:00+00:00,105.1,11124.2,0.0,52.0,104.0,-0.7,12.074766,0.0,99.09,45.008
2025-01-11 06:00:00+00:00,119.9,11561.77,0.0,54.0,117.0,-0.65,11.792404,0.0,123.92,45.008
2025-01-11 07:00:00+00:00,128.34,12326.87,0.0,39.0,114.0,-0.85,13.282243,0.0,139.69,45.008
2025-01-11 08:00:00+00:00,141.93,13128.6,5.0,38.0,113.0,-1.05,13.883356,0.0,136.98,45.008
2025-01-11 09:00:00+00:00,127.81,13650.35,561.0,43.0,118.0,0.15,12.710091,279.60242,123.57,45.008
2025-01-11 10:00:00+00:00,101.61,13651.27,1812.0,44.0,133.0,1.65,10.075177,561.2584,113.59,45.008
2025-01-11 11:00:00+00:00,97.57,13611.06,2217.0,54.0,180.0,3.0,13.708391,660.1103,107.43,45.008
2025-01-11 12:00:00+00:00,93.15,13556.93,2406.0,81.0,257.0,3.95,19.067259,695.5053,105.01,45.008
2025-01-11 13:00:00+00:00,95.74,13600.98,2157.0,105.0,325.0,3.75,25.982424,544.73505,110.01,45.008
