date,open_price,close_price,avg_load,max_solar,avg_wind_onshore,avg_temp,gas_price,price_yesterday
2025-04-10,83.95,85.1,10003.54125,3915.0,713.5,9.589583333333332,33.293,83.95
2025-04-11,89.0,98.43,10280.449166666667,4468.0,506.0,10.470833333333333,33.463,85.1
2025-04-12,95.38,56.0,8571.497083333334,4633.0,965.5833333333334,14.616666666666665,33.463,98.43
2025-04-13,42.36,77.99,10016.927083333334,3835.0,1708.125,13.84375,33.463,56.0
2025-04-14,77.51,74.0,10022.574583333333,3895.0,739.875,12.65,34.499,77.99
2025-04-15,69.9,78.48,10003.76,3151.0,1017.8333333333334,14.412500000000001,34.407,74.0
2025-04-16,78.3,83.99,9753.497916666667,2576.0,676.5833333333334,10.714583333333335,35.312,78.48
2025-04-17,81.67,88.0,9889.405416666666,1185.0,325.2083333333333,9.899999999999999,35.657,83.99
2025-04-18,88.0,74.38,9499.519166666667,3034.0,283.375,10.202083333333333,35.657,88.0
2025-04-19,78.6,90.75,8156.584583333333,4531.0,537.0833333333334,9.704166666666667,35.657,74.38
2025-04-20,103.34,95.43,8892.433749999998,4374.0,259.0416666666667,10.53125,35.657,90.75
2025-04-21,98.62,88.4,9754.21625,3093.0,58.166666666666664,11.710416666666665,35.657,95.43
2025-04-22,86.98,94.18,10296.942916666667,3250.0,212.29166666666666,12.127083333333331,34.244,88.4
2025-04-23,91.72,86.89,10935.635416666666,2302.0,447.3333333333333,11.710416666666667,34.16,94.18
2025-04-24,85.06,80.55,11291.279166666665,1407.0,1056.4583333333333,10.668749999999998,33.574,86.89
2025-04-25,80.56,87.77,10052.65625,3609.0,519.0,10.475,32.432,80.55
2025-04-26,85.55,95.6,8278.36875,4049.0,509.5416666666667,12.075000000000001,32.432,87.77
2025-04-27,95.6,85.1,8842.981666666667,4747.0,451.2916666666667,13.80625,32.432,95.6
2025-04-28,83.1,85.08,10420.885416666666,4750.0,112.625,14.168750000000001,32.398,85.1
2025-04-29,80.31,89.91,10933.894166666667,4697.0,252.5,15.4625,31.856,85.08
2025-04-30,85.49,87.45,11997.538333333336,4651.0,263.2083333333333,17.71666666666667,32.317,89.91
2025-05-01,85.93,92.2,11902.1975,4734.0,168.5,19.802083333333332,32.149,87.45
2025-05-02,82.0,89.0,10354.316666666668,4373.0,535.7916666666666,18.422916666666666,33.078,92.2
2025-05-03,88.72,44.9,8589.747083333334,4542.0,882.1666666666666,13.010416666666666,33.078,89.0
2025-05-04,33.4,70.71,8334.352083333333,2559.0,1572.2083333333333,10.427083333333334,33.078,44.9
2025-05-05,81.6,81.41,9928.6525,3456.0,1311.8333333333333,9.877083333333333,32.93,70.71
2025-05-06,86.0,82.64,9727.697916666666,2670.0,1032.375,10.033333333333333,34.743,81.41
2025-05-07,81.78,87.59,10357.559583333334,2815.0,833.2916666666666,11.147916666666667,34.531,82.64
2025-05-08,87.4,90.88,10565.2225,4188.0,952.5833333333334,12.9,35.341,87.59
2025-05-09,88.33,96.92,10092.675833333333,4336.0,816.2916666666666,14.045833333333334,34.618,90.88
2025-05-10,92.87,89.92,8426.68625,4782.0,762.0416666666666,15.94375,34.618,96.92
2025-05-11,90.06,77.25,8217.089166666667,4760.0,1150.7083333333333,18.366666666666664,34.618,89.92
2025-05-12,77.02,85.0,8162.289583333334,4764.0,1531.4166666666667,18.885416666666668,35.39,77.25
2025-05-13,85.03,89.86,9626.418749999999,4896.0,1050.3333333333333,17.791666666666668,35.744,85.0
2025-05-14,87.78,88.0,9767.164166666667,4723.0,960.0,14.829166666666666,35.048,89.86
2025-05-15,82.24,88.47,10179.534583333334,4418.0,1266.0,13.966666666666669,35.294,88.0
2025-05-16,84.91,94.94,9598.250833333334,4445.0,1109.0416666666667,12.345833333333331,35.156,88.47
2025-05-17,92.17,101.49,7979.844583333333,3947.0,825.9166666666666,13.629166666666668,35.156,94.94
2025-05-18,98.57,99.03,8053.425,3187.0,422.1666666666667,14.414583333333333,35.156,101.49
2025-05-19,93.37,102.12,8669.524166666666,4676.0,505.2083333333333,15.372916666666669,35.225,99.03
2025-05-20,97.41,102.33,9508.090416666666,4479.0,492.25,15.829166666666666,36.979,102.12
2025-05-21,97.9,108.15,9674.05375,4188.0,1194.9166666666667,13.018750000000002,36.621,102.33
2025-05-22,115.0,93.16,9022.186666666666,3755.0,2054.7916666666665,11.1625,36.356,108.15
2025-05-23,87.12,94.76,8796.6825,3810.0,1560.8333333333333,10.429166666666667,36.45,93.16
2025-05-24,88.74,20.84,8130.71625,2027.0,1619.75,11.835416666666667,36.45,94.76
2025-05-25,14.1,74.74,9908.704166666666,3477.0,2476.5833333333335,15.383333333333333,36.45,20.84
2025-05-26,65.1,65.69,9036.204583333334,4023.0,1685.5833333333333,14.891666666666666,37.253,74.74
2025-05-27,44.9,61.54,9129.553333333333,3028.0,3359.5416666666665,14.299999999999999,37.006,65.69
2025-05-28,60.25,108.8,9617.380833333335,4168.0,1737.9166666666667,14.189583333333333,36.687,61.54
2025-05-29,102.1,27.46,9436.050416666667,1520.0,1392.0,14.339583333333337,35.158,108.8
2025-05-30,33.48,97.7,9408.449166666667,3358.0,1431.8333333333333,17.133333333333333,34.228,27.46
2025-05-31,94.81,85.22,8844.945833333333,4330.0,173.79166666666666,18.7,34.228,97.7
2025-06-01,86.56,70.0,8618.505416666667,3448.0,1324.375,16.93541666666667,34.228,85.22
2025-06-02,71.65,96.0,9031.163750000002,4332.0,891.3333333333334,14.554166666666667,35.015,70.0
2025-06-03,94.03,62.77,9815.356249999999,3882.0,1901.0,16.647916666666664,35.848,96.0
2025-06-04,60.93,85.97,9607.237083333333,3497.0,1287.1666666666667,16.006249999999998,35.65,62.77
2025-06-05,80.48,58.35,9573.618333333334,1874.0,1838.3333333333333,14.9125,36.393,85.97
2025-06-06,59.9,94.6,9106.094166666668,4132.0,2570.25,15.206249999999999,36.251,58.35
2025-06-07,87.66,81.82,8996.97,3099.0,1394.7916666666667,13.722916666666665,36.251,94.6
2025-06-08,73.87,86.0,8353.400833333333,3455.0,1659.25,12.552083333333334,36.251,81.82
2025-06-09,65.0,74.7,9090.92125,3466.0,784.9583333333334,14.549999999999999,35.605,86.0
2025-06-10,67.8,92.0,9681.372083333334,1602.0,2026.5416666666667,14.229166666666666,34.638,74.7
2025-06-11,83.75,87.06,9675.979583333334,4319.0,401.0416666666667,15.185416666666669,35.913,92.0
2025-06-12,80.0,87.0,10155.685833333335,4792.0,1779.1666666666667,19.347916666666666,36.177,87.06
2025-06-13,89.9,78.5,9445.77625,4387.0,1046.2083333333333,24.383333333333336,37.894,87.0
2025-06-14,91.1,99.4,8841.765416666667,3311.0,1061.875,22.839583333333337,37.894,78.5
2025-06-15,95.1,97.79,8642.463333333333,4420.0,708.0416666666666,17.804166666666667,37.894,99.4
2025-06-16,97.57,101.77,9179.156666666668,4025.0,332.0833333333333,17.900000000000002,37.906,97.79
2025-06-17,97.12,107.08,9911.387499999999,4697.0,322.5416666666667,18.704166666666666,39.309,101.77
2025-06-18,101.61,109.08,9470.968333333332,4458.0,549.7083333333334,19.235416666666666,38.693,107.08
2025-06-19,107.4,104.57,9027.489583333334,4583.0,347.0,19.189583333333335,41.628,109.08
2025-06-20,100.56,110.48,9150.022916666667,4731.0,462.4583333333333,20.045833333333334,40.929,104.57
2025-06-21,108.15,101.07,8961.125416666666,4795.0,420.7916666666667,22.95208333333333,40.929,110.48
2025-06-22,99.0,58.02,8398.365833333333,3360.0,1579.5416666666667,22.414583333333336,40.929,101.07
2025-06-23,56.77,71.67,9127.555833333334,4309.0,2716.5,17.808333333333334,40.522,58.02
2025-06-24,65.08,80.2,9997.787083333335,2681.0,2278.8333333333335,17.847916666666666,35.615,71.67
2025-06-25,80.2,106.37,9252.355000000001,3930.0,792.0,20.85625,35.401,80.2
2025-06-26,101.31,89.24,9492.315833333334,3683.0,1656.2083333333333,20.004166666666666,34.024,106.37
2025-06-27,96.05,88.24,9458.055,3228.0,929.4583333333334,18.833333333333332,33.087,89.24
2025-06-28,79.98,89.42,8802.8175,2610.0,1641.2083333333333,21.3,33.087,88.24
2025-06-29,89.66,89.03,9152.925000000001,4374.0,539.125,21.833333333333332,33.087,89.42
2025-06-30,85.03,95.39,8972.517916666666,4693.0,485.125,23.227083333333336,32.898,89.03
2025-07-01,89.1,102.7,9884.65875,4616.0,424.6666666666667,27.90416666666667,33.693,95.39
2025-07-02,92.54,80.91,9630.385833333334,4614.0,601.5,23.431249999999995,33.591,102.7
2025-07-03,79.0,103.46,10562.754166666666,4485.0,830.2083333333334,17.53125,33.621,80.91
2025-07-04,99.98,88.36,9676.300000000001,4378.0,830.3333333333334,18.554166666666667,33.469,103.46
2025-07-05,90.28,87.71,8845.972916666668,2808.0,1898.9166666666667,18.422916666666666,33.469,88.36
2025-07-06,82.98,114.37,10109.8375,2436.0,917.5416666666666,17.066666666666666,33.469,87.71
2025-07-07,108.06,96.77,9223.535416666666,3669.0,1251.5,15.754166666666668,33.621,114.37
2025-07-08,81.49,91.29,10168.962916666665,3477.0,1158.75,14.9375,34.219,96.77
2025-07-09,88.57,95.73,10363.394583333333,4253.0,427.375,17.39375,34.304,91.29
2025-07-10,89.1,103.38,9960.319166666666,3621.0,334.2916666666667,18.431250000000002,35.17,95.73
2025-07-11,99.28,107.65,9817.668333333333,3539.0,466.2916666666667,19.335416666666664,35.561,103.38
2025-07-12,107.89,112.92,9380.071666666669,4712.0,707.5,20.139583333333334,35.561,107.65
2025-07-13,114.53,104.01,10888.456666666667,3316.0,167.45833333333334,19.604166666666668,35.561,112.92
2025-07-14,98.17,96.79,9755.873333333335,4092.0,528.875,19.877083333333335,35.454,104.01
2025-07-15,90.24,91.04,10067.81375,4082.0,1326.2916666666667,18.877083333333335,34.445,96.79
2025-07-16,84.0,98.42,10091.383333333333,3642.0,1007.6666666666666,16.670833333333334,34.809,91.04
2025-07-17,90.04,98.62,10044.8425,3745.0,544.4166666666666,17.84375,34.407,98.42
2025-07-18,95.72,105.35,9775.6,3769.0,120.79166666666667,20.022916666666667,33.595,98.62
2025-07-19,102.66,88.94,9259.43625,4331.0,807.875,22.860416666666666,33.595,105.35
2025-07-20,98.53,85.71,10226.261666666667,3119.0,429.2083333333333,20.46875,33.595,88.94
2025-07-21,87.71,87.2,10551.742916666668,3415.0,689.6666666666666,18.71875,33.159,85.71
2025-07-22,85.48,80.16,10402.324999999999,3508.0,1175.0416666666667,18.260416666666668,33.111,87.2
2025-07-23,78.66,92.97,10404.526666666667,3343.0,582.4166666666666,18.537499999999998,32.69,80.16
2025-07-24,88.06,102.9,10088.094583333334,3295.0,582.625,18.98333333333333,32.358,92.97
2025-07-25,94.9,99.27,10352.281666666668,3216.0,404.4166666666667,19.05,32.499,102.9
2025-07-26,93.73,102.12,8934.674166666666,3345.0,246.33333333333334,19.287499999999998,32.499,99.27
2025-07-27,99.9,88.77,10470.624583333332,3591.0,654.5416666666666,18.06875,32.499,102.12
2025-07-28,83.73,80.48,10437.802916666667,3597.0,807.0833333333334,17.318749999999998,32.899,88.77
2025-07-29,79.36,87.99,10031.216666666667,4050.0,601.4166666666666,17.489583333333332,34.103,80.48
2025-07-30,86.0,83.48,10473.512083333333,3716.0,1220.0833333333333,17.489583333333332,34.537,87.99
2025-07-31,79.95,98.54,10013.938333333334,3354.0,1127.0833333333333,18.466666666666665,35.279,83.48
2025-08-01,92.15,98.54,10297.71625,2479.0,1040.75,16.59375,33.972,98.54
2025-08-02,94.88,77.52,9464.319583333332,3482.0,1364.5416666666667,16.427083333333332,33.972,98.54
2025-08-03,73.53,70.07,10277.911666666667,4042.0,1453.4583333333333,18.427083333333332,33.972,77.52
2025-08-04,69.97,13.15,10135.49125,2627.0,1825.8333333333333,19.835416666666667,34.283,70.07
2025-08-05,13.62,58.07,10440.7925,4245.0,2160.4583333333335,17.354166666666668,34.406,13.15
2025-08-06,58.36,94.0,10146.2825,4011.0,850.8333333333334,17.20625,33.257,58.07
2025-08-07,88.13,87.92,10331.762916666667,4409.0,1068.375,19.1875,32.951,94.0
2025-08-08,84.64,97.98,10542.017083333332,3819.0,574.375,19.72083333333333,32.446,87.92
2025-08-09,96.16,85.69,9723.227083333333,4572.0,458.75,17.510416666666668,32.446,97.98
2025-08-10,86.97,90.58,9987.654166666665,4604.0,369.5833333333333,18.895833333333332,32.446,85.69
2025-08-11,86.0,89.67,9930.034583333334,4575.0,328.4583333333333,21.03333333333333,32.999,90.58
2025-08-12,85.41,90.0,9888.224583333335,4567.0,629.1666666666666,23.631250000000005,32.409,89.67
2025-08-13,86.89,92.0,9432.664583333333,4577.0,176.08333333333334,24.270833333333332,32.6,90.0
2025-08-14,88.45,96.46,10295.362916666667,4360.0,280.0,23.833333333333332,32.141,92.0
2025-08-15,93.82,93.33,10041.578333333333,4358.0,504.0833333333333,21.34166666666667,31.031,96.46
2025-08-16,90.74,88.65,8919.226666666667,3664.0,920.4166666666666,18.760416666666668,31.031,93.33
2025-08-17,88.0,87.13,10070.104583333334,1826.0,500.2083333333333,16.73125,31.031,88.65
2025-08-18,83.07,90.0,9898.522083333333,3603.0,305.75,19.547916666666666,31.272,87.13
2025-08-19,84.55,88.23,9664.134166666665,4605.0,693.2916666666666,19.35625,31.227,90.0
2025-08-20,82.89,88.86,10006.3025,3051.0,822.0833333333334,18.295833333333334,31.906,88.23
2025-08-21,87.52,85.59,10166.542083333334,3136.0,1178.7916666666667,16.852083333333333,33.175,88.86
2025-08-22,82.13,89.32,10397.034166666666,2599.0,660.7083333333334,15.522916666666667,33.573,85.59
2025-08-23,89.08,95.15,9264.364583333334,3037.0,572.9583333333334,15.514583333333333,33.573,89.32
2025-08-24,95.33,87.03,10461.855833333333,3072.0,179.0,14.679166666666665,33.573,95.15
2025-08-25,85.44,96.93,9540.168333333333,4229.0,146.91666666666666,16.335416666666667,33.774,87.03
2025-08-26,86.0,89.98,9861.042083333334,3874.0,728.0,19.3875,33.46,96.93
2025-08-27,86.52,91.62,10098.802916666667,3962.0,691.5416666666666,19.327083333333334,32.551,89.98
2025-08-28,87.58,77.33,10776.066250000002,2982.0,449.0833333333333,18.20625,31.559,91.62
2025-08-29,77.12,80.63,10724.856249999999,3764.0,1192.6666666666667,16.785416666666666,31.622,77.33
2025-08-30,79.1,72.91,9583.992083333333,3733.0,1455.8333333333333,17.814583333333335,31.622,80.63
2025-08-31,64.7,80.08,9979.029999999999,2663.0,1155.875,19.402083333333334,31.622,72.91
2025-09-01,77.84,80.92,10480.04125,3907.0,615.8333333333334,18.52916666666667,32.061,80.08
2025-09-02,83.68,82.6,10613.275,3944.0,1123.125,17.620833333333334,31.772,80.92
2025-09-03,76.46,15.04,10868.423333333334,2159.0,3410.2083333333335,18.833333333333332,32.112,82.6
2025-09-04,14.92,81.78,11188.957499999999,3940.0,1816.5416666666667,17.866666666666664,32.412,15.04
2025-09-05,79.97,93.56,11131.1925,3873.0,755.7916666666666,16.17916666666667,31.969,81.78
2025-09-06,89.95,74.87,9290.195833333333,4377.0,517.7083333333334,16.39166666666667,31.969,93.56
2025-09-07,72.64,82.32,10545.519999999999,4620.0,1747.5416666666667,20.104166666666668,31.969,74.87
2025-09-08,86.88,107.24,11013.534166666665,3606.0,581.7083333333334,19.485416666666666,33.064,82.32
2025-09-09,105.33,101.16,11153.0575,1750.0,269.3333333333333,14.091666666666667,32.931,107.24
2025-09-10,98.48,75.96,11343.4425,3856.0,713.3333333333334,14.745833333333332,33.122,101.16
2025-09-11,68.36,25.24,11443.667083333334,3192.0,2274.375,15.539583333333333,32.323,75.96
2025-09-12,15.19,64.06,10325.650833333335,3523.0,2521.375,14.59375,32.662,25.24
2025-09-13,64.24,68.65,9095.561666666666,2764.0,1951.0,14.345833333333333,32.662,64.06
2025-09-14,74.82,1.63,9971.359166666667,4020.0,1619.375,14.53125,32.662,68.65
2025-09-15,-0.81,-0.09,11113.71625,3307.0,4636.875,16.26875,32.154,1.63
2025-09-16,-0.23,66.86,11751.267083333332,2392.0,3440.3333333333335,14.231250000000001,32.329,-0.09
2025-09-17,52.14,45.19,11253.520416666666,1230.0,2105.4583333333335,14.729166666666666,32.401,66.86
2025-09-18,36.88,74.9,11130.978333333333,2303.0,2626.2916666666665,18.172916666666666,32.952,45.19
2025-09-19,80.0,77.91,10608.924583333333,4133.0,1156.0416666666667,19.145833333333332,32.308,74.9
2025-09-20,74.99,3.81,9590.961666666668,2331.0,1631.9166666666667,19.477083333333336,32.308,77.91
2025-09-21,3.49,79.16,10241.047083333333,1727.0,2117.6666666666665,14.420833333333334,32.308,3.81
2025-09-22,72.65,90.0,10537.937083333332,3901.0,1073.9166666666667,12.216666666666669,31.844,79.16
2025-09-23,91.35,80.32,11849.997083333334,3201.0,713.7916666666666,12.022916666666665,32.265,90.0
2025-09-24,80.1,67.88,11190.0375,3647.0,1816.7916666666667,11.50625,31.903,80.32
2025-09-25,70.41,74.58,11349.073750000001,3611.0,2270.125,11.983333333333334,32.456,67.88
2025-09-26,73.18,83.26,10496.508333333333,3281.0,981.9583333333334,12.079166666666666,32.697,74.58
2025-09-27,80.0,89.29,9747.969583333334,3185.0,219.16666666666666,11.995833333333332,32.697,83.26
2025-09-28,89.62,82.33,10978.485833333332,4105.0,76.83333333333333,12.86875,32.697,89.29
2025-09-29,80.96,91.36,10048.032083333334,3645.0,160.5,12.752083333333333,32.06,82.33
2025-09-30,92.57,89.54,10584.818749999999,3366.0,191.79166666666666,12.445833333333333,31.411,91.36
2025-10-01,81.87,91.19,10818.502916666666,4035.0,413.8333333333333,11.166666666666666,31.335,89.54
2025-10-02,85.44,79.31,10884.457083333333,3415.0,862.375,11.625,31.455,91.19
2025-10-03,71.33,-2.35,10987.004583333333,1139.0,2542.4583333333335,11.479166666666666,31.438,79.31
2025-10-04,-3.55,-1.05,10831.27625,3290.0,4522.666666666667,12.65625,31.438,-2.35
2025-10-05,-4.06,14.32,10943.907500000001,2477.0,3447.625,11.704166666666667,31.438,-1.05
