date,open_price,close_price,avg_load,max_solar,avg_wind_onshore,avg_temp,gas_price,target
2025-01-02,146.95,114.32,1.379182699448414,-0.5716203397923124,-0.09683734544530849,-1.3509281385593601,2.0156108120223135,0
2025-01-03,115.0,136.4,1.1334445633653827,-1.1294185152025202,0.6514316694570045,-1.6072642053759458,1.9204871270015547,1
2025-01-04,130.39,111.61,1.0261556777766774,-1.3712108573331252,-0.5688579897829223,-1.7450021186120581,1.9204871270015547,0
2025-01-05,94.76,25.99,1.4963242403325399,-2.2490048386653547,1.9712849954883442,-1.0412741698449242,1.9204871270015547,0
2025-01-06,9.65,19.51,2.470570252057656,-1.171712225212164,3.513343025957168,-0.4793855113829682,1.5849971411218922,1
2025-01-07,8.71,66.19,0.7682563454381433,-0.6562077598116,2.0434641200475103,-1.3594726741199128,1.6066228022326015,1
2025-01-08,52.96,99.98,-0.13284891610206812,-0.7136633658624368,0.2358576394888391,-1.4989194944681354,1.326804281779834,1
2025-01-09,100.0,90.97,0.3648100484898205,-0.8118166928659498,-0.041660213166096326,-1.5932511670566392,1.2432240239735772,0
2025-01-10,80.23,118.88,0.6373615791957675,-0.19337093329096985,0.025713014908602786,-1.6455437246872227,1.246292529941989,1
2025-01-11,104.09,140.6,0.93807459368421,-0.4495271769342841,-0.9774952069008661,-1.7480781514138568,1.246292529941989,1
2025-01-12,115.0,112.39,0.6233888572692303,-1.3728068463900929,-0.8799264405369678,-1.5816305986942873,1.246292529941989,0
2025-01-13,105.07,89.37,0.9766235241759841,-0.1782090372497768,-0.5629186271464582,-1.8697523377961298,1.7216187163821208,0
2025-01-14,88.75,97.17,0.588108672635271,-1.063184969338361,0.20910783830171092,-1.4893496146403165,1.5296179143586555,1
2025-01-15,99.93,126.06,0.08675974604889468,-1.8691594431070446,-0.9856561631952442,-0.9049033822985005,1.5382389549365731,1
2025-01-16,118.87,100.0,0.692012521158439,-1.2602896178738707,-1.002522139536959,-1.2272032636425545,1.4264576660872952,0
2025-01-17,110.0,125.34,0.9998689267759919,-0.821392627207756,-1.0810486745473082,-1.7224445447321983,1.5208507544489078,1
2025-01-18,121.06,129.75,0.9806581624464356,-0.6705716613243092,-1.150915528156401,-1.9890340542214475,1.5208507544489078,1
2025-01-19,124.26,122.27,1.0982268451338741,-0.3872836037125442,-1.2544689958028432,-2.1195945575866952,1.5208507544489078,0
2025-01-20,119.45,113.0,1.0607057709005867,-1.7965419410150145,-1.0212016617218689,-1.9962114640923119,1.6620020289958393,0
2025-01-21,106.76,127.3,1.111465772008716,-0.21332079650306598,-0.5858599820628767,-1.9121332341764719,1.979665456392349,1
2025-01-22,123.69,113.92,1.25842329218053,-1.8986852406609467,-0.6949447645310641,-1.6937349052487405,1.7881030123643709,0
2025-01-23,109.1,70.33,1.6976258023158628,-0.9299198830815588,1.5053850683715135,-1.114757175665679,1.847573580418823,0
2025-01-24,58.53,57.36,1.8054072589436447,-2.1979331888423888,2.2866152789738985,-0.7029105616470309,1.9321766735478842,0
2025-01-25,77.87,116.4,1.2072813324771858,-1.7941479574295631,-0.8075659613934819,-1.044008421224301,1.9321766735478842,1
2025-01-26,107.47,36.1,1.2323817156368877,0.24233407926120956,0.5728597958005753,-1.2962431109718215,1.9321766735478842,0
2025-01-27,30.35,61.6,1.8315066107369822,-0.31147412350657894,2.783572178655445,-0.4865629212538325,1.6633171029823013,1
2025-01-28,55.73,75.79,1.9157352708080373,-1.680832734384857,2.0870798975763534,-0.6817201134568598,1.7162123011044426,1
2025-01-29,71.91,131.34,1.987861497484389,-1.2443297273041938,1.0969745444839696,-0.8174073381584392,2.144634182027427,1
2025-01-30,125.79,120.0,1.8589184976900857,-1.9896566169081051,-0.6488807001139076,-1.1212510226916992,2.227922201170026,0
2025-01-31,116.49,137.0,1.859794014935483,-0.6985014698212438,-0.7343440479744783,-1.5293380410637036,2.448708511563829,1
2025-02-01,129.48,133.26,1.3628574878675768,0.15934264829888967,-1.1326893924322898,-1.7610658454658974,2.448708511563829,1
2025-02-02,126.91,129.54,1.2517556827016953,0.23116215586243574,-1.0371155264959062,-2.002021748273488,2.448708511563829,1
2025-02-03,126.63,132.4,1.5979190540900705,0.3771951545749794,-0.8608842091834188,-1.80515564895835,2.530096979392649,1
2025-02-04,125.54,94.84,1.5201320874573698,-0.831766556078046,0.23912202200659033,-1.4763619205882759,2.2749726260190037,0
2025-02-05,98.84,133.67,1.7291782488305292,0.30377965795446565,-0.26286746738982303,-1.20225321980574,2.4780784972614827,1
2025-02-06,126.84,126.05,1.815989511943563,-0.9562537025215258,-0.19830523537207617,-1.4189426416213609,2.633549466327668,0
2025-02-07,112.7,78.4,1.6218762773946724,-1.088720794249844,1.825611925633695,-1.4356899313200442,2.8119611704910246,0
2025-02-08,72.5,135.0,1.3262978530459,-1.4270704743269944,0.2587083171130978,-1.1978100613142526,2.8119611704910246,1
2025-02-09,135.7,107.5,1.3026055564204635,-0.28194832595267666,-0.15001957729700582,-1.3639158326114003,2.8119611704910246,0
2025-02-10,86.32,63.0,1.4939734789976782,-1.2922093990132246,0.9269546216844256,-1.6848485882657658,3.15037354300727,0
2025-02-11,65.0,130.55,1.5862551200263948,-1.9984345567214274,0.8424887240376119,-1.458589286622326,3.1104829654179196,1
2025-02-12,128.13,138.58,1.579849474393405,-1.3376950871368036,-0.9816210236941352,-1.321193154808636,2.8029017719176195,1
2025-02-13,135.12,137.57,1.5866338688855153,-0.9666276313918157,-0.6881439676190824,-1.8222447200794558,2.177803270352638,1
2025-02-14,132.76,132.9,1.0897045019981255,-0.7854828734259829,-1.2121680390103167,-1.8369413212436065,2.075811976735911,1
2025-02-15,128.04,134.11,0.21253152658209368,-0.8245846053216913,-1.0760160848324418,-1.7467110257241685,2.075811976735911,1
2025-02-16,128.9,128.05,1.0535823788963714,0.39395303967314016,-0.26409161083397975,-1.8253207528812547,2.075811976735911,0
2025-02-17,121.06,133.01,1.2069576429372213,0.919831433943994,-0.6749050829637577,-2.157190514053128,1.7033537999034807,1
2025-02-18,125.06,104.95,1.4574669282729449,0.8144961561841265,0.004267835312820394,-2.085416415344484,1.8610165589471028,0
2025-02-19,99.7,87.65,1.450496122184593,0.6325534036898098,0.6293064101700239,-1.7627747525780078,1.7220570743776082,0
2025-02-20,86.67,74.03,1.5678480242342812,-1.7654201544041446,0.7113693595746036,-0.8341546278571229,1.6095451888691843,0
2025-02-21,70.09,53.83,1.3197287577748829,0.13380682338740663,1.09674785125357,0.11907375927815395,1.5658555086522772,0
2025-02-22,49.16,106.0,0.8615606577670379,-1.655296909473374,0.6834860922354784,-0.2736330950848554,1.5658555086522772,1
2025-02-23,92.6,10.0,0.9494733541659475,0.29500171814114334,0.6262687208826719,-0.3146468657755088,1.5658555086522772,0
2025-02-24,11.89,90.58,1.3447822294070526,-1.8324516947967877,1.8265640372013725,-0.21894806749731696,1.5584034227289916,1
2025-02-25,89.97,119.08,1.4320811255036325,-0.836554523248949,-0.45691687261170255,-0.6437823755680052,1.141524969020508,1
2025-02-26,113.54,101.65,1.2857628366201237,0.36921520929014096,-0.31555097413464167,-0.7664819062175442,0.7097423434654544,0
2025-02-27,103.81,97.1,1.7010034322981042,-0.7751089445556929,-0.1864265100991481,-1.073059842130181,1.234895222059317,0
2025-02-28,110.54,126.47,1.290879896662666,-0.20374486216125984,-0.33985248843345656,-1.0966427602773068,1.145762429643553,1
2025-03-01,119.47,123.97,0.7648589632337804,-0.836554523248949,-1.070303415426377,-1.2514697446345247,1.145762429643553,1
2025-03-02,107.72,108.28,0.9165347954641221,0.7745964297599343,-1.1675548112677163,-1.5081475928735324,1.145762429643553,1
2025-03-03,103.85,121.29,0.9549383002205487,0.8911036309185756,-0.9951772788720187,-1.6260621836091622,1.2762469929669584,1
2025-03-04,109.76,92.0,0.9334651657501111,0.8615778333646733,-0.8233438102292795,-1.4989194944681354,1.0206842815978248,0
2025-03-05,92.9,84.1,0.6833637638011331,1.007610832077217,-0.22482834332880502,-0.9561705956618177,0.7348748685400639,0
