date,open_price,close_price,avg_load,max_solar,avg_wind_onshore,avg_temp,gas_price,price_yesterday,target
2025-01-03,115.0,136.4,1.1320707089730455,-1.12332617179059,0.6451096829925345,-1.6083870556536048,1.9364723595126772,1.071891915102432,1
2025-01-04,130.39,111.61,1.0248630906203684,-1.3644072899575899,-0.5715446163066441,-1.7461898268240779,1.9364723595126772,1.915023674280577,0
2025-01-05,94.76,25.99,1.4946755184346256,-2.2396192701018136,1.9610310393699595,-1.0421305071218345,1.9364723595126772,0.9684097109641727,0
2025-01-06,9.65,19.51,2.468183575989093,-1.1654954762884482,3.498495131057259,-0.47997726691275844,1.5998178929311153,-2.301016974761948,1
2025-01-07,8.71,66.19,0.7671591071830526,-0.6515073497673859,2.032995135393897,-1.3604788444908429,1.6215186163867206,-2.5484578171294467,1
2025-01-08,52.96,99.98,-0.13326360151327343,-0.7087939521040987,0.23077368792003686,-1.4999913274624384,1.3407288500523604,-0.7659673045191303,1
2025-01-09,100.0,90.97,0.3640184054066706,-0.8066585644293164,-0.04591741243330765,-1.5943674188844004,1.256858486426641,0.5243144954188005,0
2025-01-10,80.23,118.88,0.6363634887303543,-0.19003194205497698,0.021255104332754952,-1.6466845999987485,1.2599376431331797,0.18026480564547223,1
2025-01-11,104.09,140.6,0.936848724587384,-0.445434710806155,-0.9789644639597557,-1.7492673080660983,1.2599376431331797,1.2460169523240054,1
2025-01-12,115.0,112.39,0.6224013506073913,-1.365998584466943,-0.8816863643093066,-1.5827413786367674,1.2599376431331797,2.075401998037289,0
2025-01-13,105.07,89.37,0.9753684557355755,-0.1749146442161222,-0.5656229476011567,-1.87099878830602,1.7369136796270044,0.998194256804705,0
2025-01-14,88.75,97.17,0.5871478893667829,-1.057287449652435,0.20410357695639156,-1.4904169413761528,1.5442464457035843,0.1191683013572011,1
2025-01-15,99.93,126.06,0.08617871545773026,-1.8608911768757677,-0.9871011079825627,-0.9056955053922594,1.5528974097838593,0.4170137597625238,1
2025-01-16,118.87,100.0,0.6909730346903059,-1.253812321557547,-1.0039168389630306,-1.2281471510839619,1.4407281297599501,1.5201875153176234,0
2025-01-17,110.0,125.34,0.9985962508303016,-0.8162063314854352,-1.0822094358935963,-1.723621631049261,1.5354488551134735,0.5250782017224037,1
2025-01-18,121.06,129.75,0.9794000379215237,-0.665829000351564,-1.1518681494444056,-1.99033667202437,1.5354488551134735,1.4926940883879014,1
2025-01-19,124.26,122.27,1.0968796668189722,-0.38337422494138274,-1.2551131213782465,-2.1209586536301286,1.5354488551134735,1.661091328332449,0
2025-01-20,119.45,113.0,1.059387013367381,-1.7884872767002,-1.022540713059678,-1.9975174615890843,1.6770900636142527,1.3754651707847805,0
2025-01-21,106.76,127.3,1.1101085657119856,-0.20992312342189115,-0.5884959580208255,-1.9133996409738578,1.9958560959959233,1.0214872990646084,1
